year,component,timestamp,scaling_factor
2022,CO2/CO/NOx,2022-08-12 13:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-12 14:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-12 15:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-12 16:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-12 17:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-12 18:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-12 19:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-12 20:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-12 21:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-12 22:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-12 23:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 00:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 01:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 02:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 03:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 04:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 05:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 06:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 07:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 08:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 09:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 10:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 11:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 12:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 13:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 14:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 15:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 16:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 17:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 18:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 19:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 20:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 21:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 22:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-13 23:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 00:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 01:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 02:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 03:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 04:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 05:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 06:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 07:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 08:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 09:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 10:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 11:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 12:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 13:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 14:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 15:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 16:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 17:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 18:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 19:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 20:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 21:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 22:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-14 23:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 00:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 01:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 02:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 03:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 04:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 05:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 06:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 07:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 08:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 09:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 10:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 11:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 12:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 13:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 14:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 15:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 16:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 17:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 18:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 19:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 20:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 21:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 22:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-15 23:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 00:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 01:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 02:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 03:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 04:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 05:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 06:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 07:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 08:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 09:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 10:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 11:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 12:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 13:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 14:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 15:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 16:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 17:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 18:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 19:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 20:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 21:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 22:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-16 23:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 00:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 01:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 02:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 03:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 04:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 05:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 06:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 07:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 08:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 09:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 10:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 11:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 12:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 13:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 14:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 15:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 16:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 17:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 18:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 19:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 20:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 21:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 22:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-17 23:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 00:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 01:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 02:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 03:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 04:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 05:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 06:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 07:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 08:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 09:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 10:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 11:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 12:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 13:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 14:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 15:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 16:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 17:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 18:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 19:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 20:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 21:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 22:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-18 23:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 00:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 01:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 02:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 03:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 04:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 05:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 06:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 07:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 08:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 09:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 10:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 11:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 12:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 13:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 14:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 15:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 16:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 17:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 18:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 19:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 20:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 21:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 22:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-19 23:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 00:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 01:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 02:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 03:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 04:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 05:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 06:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 07:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 08:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 09:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 10:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 11:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 12:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 13:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 14:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 15:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 16:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 17:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 18:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 19:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 20:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 21:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 22:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-20 23:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 00:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 01:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 02:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 03:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 04:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 05:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 06:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 07:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 08:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 09:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 10:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 11:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 12:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 13:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 14:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 15:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 16:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 17:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 18:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 19:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 20:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 21:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 22:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-21 23:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 00:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 01:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 02:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 03:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 04:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 05:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 06:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 07:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 08:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 09:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 10:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 11:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 12:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 13:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 14:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 15:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 16:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 17:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 18:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 19:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 20:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 21:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 22:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-22 23:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 00:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 01:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 02:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 03:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 04:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 05:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 06:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 07:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 08:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 09:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 10:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 11:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 12:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 13:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 14:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 15:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 16:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 17:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 18:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 19:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 20:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 21:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 22:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-23 23:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 00:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 01:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 02:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 03:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 04:00:00+02:00,3.392969878415124
2022,CO2/CO/NOx,2022-08-24 05:00:00+02:00,2.383245800812374
2022,CO2/CO/NOx,2022-08-24 06:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 07:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 08:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 09:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 10:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 11:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 12:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 13:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 14:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 15:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 16:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 17:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 18:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 19:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 20:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 21:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 22:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-24 23:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 00:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 01:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 02:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 03:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 04:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 05:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 06:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 07:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 08:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 09:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 10:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 11:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 12:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 13:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 14:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 15:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 16:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 17:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 18:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 19:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 20:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 21:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 22:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-25 23:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 00:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 01:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 02:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 03:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 04:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 05:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 06:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 07:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 08:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 09:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 10:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 11:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 12:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 13:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 14:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 15:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 16:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 17:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 18:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 19:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 20:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 21:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 22:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-26 23:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 00:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 01:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 02:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 03:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 04:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 05:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 06:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 07:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 08:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 09:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 10:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 11:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 12:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 13:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 14:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 15:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 16:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 17:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 18:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 19:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 20:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 21:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 22:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-27 23:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 00:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 01:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 02:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 03:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 04:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 05:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 06:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 07:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 08:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 09:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 10:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 11:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 12:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 13:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 14:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 15:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 16:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 17:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 18:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 19:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 20:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 21:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 22:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-28 23:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-29 00:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-29 01:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-29 02:00:00+02:00,0.0
2022,CO2/CO/NOx,2022-08-29 03:00:00+02:00,0.0
